OGID	MCHA	HSAN	BMAS	BPEL	BLOR	BDAR	numSequences	numSpecies
OG0000915.1	"XP_022133648.1_MCHA,XP_022145622.1_MCHA"	HSAN12021_HSAN	Bma016546.1_BMAS	"Bpe002047.1_BPEL,Bpe016527.1_BPEL"	BLOR19838_BLOR	"Bda027011.1_BDAR,Bda012036.1_BDAR"	9	6
OG0000921.0	"XP_022142799.1_MCHA,XP_022136558.1_MCHA,XP_022136550.1_MCHA"	HSAN20887_HSAN	Bma010000.1_BMAS	Bpe023939.1_BPEL	"BLOR02515_BLOR,BLOR02512_BLOR"	Bda009324.4_BDAR	9	6
OG0000930.1	XP_022141959.1_MCHA	"HSAN11872_HSAN,HSAN02809_HSAN"	Bma026712.1_BMAS	Bpe023378.1_BPEL	"BLOR12206_BLOR,BLOR12517_BLOR"	"Bda025841.1_BDAR,Bda030832.1_BDAR"	9	6
OG0000932.0	XP_022151155.1_MCHA	"HSAN03322_HSAN,HSAN22120_HSAN"	Bma013182.1_BMAS	"Bpe005056.1_BPEL,Bpe003126.1_BPEL"	BLOR03757_BLOR	"Bda033977_BDAR,Bda033464_BDAR"	9	6
OG0000932.1	"XP_022151155.1_MCHA,XP_022139571.1_MCHA,XP_022139416.1_MCHA"	HSAN26846_HSAN	Bma010765.1_BMAS	Bpe003907.1_BPEL	BLOR12627_BLOR	"Bda033836_BDAR,Bda030975.1_BDAR"	9	6
OG0000934.1	XP_022145098.1_MCHA	HSAN07648_HSAN	"Bma014478.1_BMAS,Bma001591.1_BMAS"	"Bpe007231.1_BPEL,Bpe009105.1_BPEL"	"BLOR15839_BLOR,BLOR08509_BLOR"	Bda000065.1_BDAR	9	6
OG0000944.0	"XP_022151485.1_MCHA,XP_022145545.1_MCHA,XP_022145543.1_MCHA"	HSAN16522_HSAN	"Bma019184.1_BMAS,Bma002555.1_BMAS"	Bpe015417.1_BPEL	BLOR01098_BLOR	Bda002111.1_BDAR	9	6
OG0000948.0	"XP_022135317.1_MCHA,XP_022137138.1_MCHA,XP_022131454.1_MCHA"	HSAN13672_HSAN	"Bma027088.1_BMAS,Bma026239.1_BMAS"	Bpe005924.1_BPEL	BLOR05414_BLOR	Bda012380.1_BDAR	9	6
OG0000955.2	"XP_022134763.1_MCHA,XP_022149937.1_MCHA"	"HSAN15436_HSAN,HSAN22250_HSAN,HSAN17850_HSAN"	Bma024105.1_BMAS	Bpe010784.1_BPEL	BLOR21630_BLOR	Bda004808.1_BDAR	9	6
OG0000970.0	"XP_022153516.1_MCHA,XP_022143136.1_MCHA,XP_022138603.1_MCHA"	HSAN04924_HSAN	"Bma001566.1_BMAS,Bma001559.1_BMAS"	Bpe009129.1_BPEL	BLOR09066_BLOR	Bda003179.1_BDAR	9	6
OG0000977.0	"XP_022150110.1_MCHA,XP_022139573.1_MCHA"	"HSAN03181_HSAN,HSAN16128_HSAN"	Bma010254.1_BMAS	"Bpe025391_BPEL,Bpe026201_BPEL"	BLOR18798_BLOR	Bda009521.1_BDAR	9	6
OG0000989.2	XP_022148256.1_MCHA	"HSAN20670_HSAN,HSAN11651_HSAN"	"Bma013316.1_BMAS,Bma030102.1_BMAS"	Bpe002998.1_BPEL	BLOR17314_BLOR	"Bda015532.3_BDAR,Bda019913.1_BDAR"	9	6
OG0000994.1	"XP_022134368.1_MCHA,XP_022139004.1_MCHA"	"HSAN02720_HSAN,HSAN11990_HSAN"	Bma028427.1_BMAS	Bpe016552.1_BPEL	"BLOR19808_BLOR,BLOR13199_BLOR"	Bda012007.1_BDAR	9	6
OG0000996.1	XP_022137404.1_MCHA	"HSAN04980_HSAN,HSAN04979_HSAN,HSAN15251_HSAN,HSAN16789_HSAN"	Bma027109.1_BMAS	Bpe005906.1_BPEL	BLOR05404_BLOR	Bda012399.1_BDAR	9	6
OG0001006.1	XP_022131596.1_MCHA	"HSAN01140_HSAN,HSAN04185_HSAN"	"Bma017524.1_BMAS,Bma023058.1_BMAS"	"Bpe001248.2_BPEL,Bpe006227.1_BPEL"	BLOR13988_BLOR	Bda008057.1_BDAR	9	6
OG0001014.0	"XP_022139807.1_MCHA,XP_022139354.1_MCHA"	HSAN09015_HSAN	Bma000734.1_BMAS	Bpe009734.1_BPEL	"BLOR00813_BLOR,BLOR00838_BLOR,BLOR00837_BLOR"	Bda004005.1_BDAR	9	6
OG0001034.0	"XP_022150133.1_MCHA,XP_022152847.1_MCHA,XP_022153671.1_MCHA"	"HSAN14424_HSAN,HSAN08472_HSAN"	Bma014874.1_BMAS	Bpe006854.1_BPEL	BLOR16165_BLOR	Bda000540.1_BDAR	9	6
OG0001035.1	"XP_022142465.1_MCHA,XP_022144125.1_MCHA"	"HSAN01257_HSAN,HSAN17332_HSAN"	Bma000894.1_BMAS	Bpe009604.1_BPEL	"BLOR09216_BLOR,BLOR01531_BLOR"	Bda003849.1_BDAR	9	6
OG0001048.1	XP_022153077.1_MCHA	HSAN25517_HSAN	Bma020485.1_BMAS	"Bpe016230.1_BPEL,Bpe013105.1_BPEL"	"BLOR21396_BLOR,BLOR19250_BLOR"	"Bda018205.1_BDAR,Bda022309.1_BDAR"	9	6
OG0001070.0	"XP_022156247.1_MCHA,XP_022156211.1_MCHA,XP_022156263.1_MCHA"	HSAN20361_HSAN	Bma003570.1_BMAS	Bpe007897.1_BPEL	"BLOR02978_BLOR,BLOR02977_BLOR"	Bda005454.1_BDAR	9	6
OG0001082.1	XP_022144442.1_MCHA	"HSAN05386_HSAN,HSAN13019_HSAN"	Bma001466.1_BMAS	"Bpe006696.1_BPEL,Bpe009189.1_BPEL"	BLOR08990_BLOR	"Bda000730.1_BDAR,Bda003276.1_BDAR"	9	6
OG0001084.1	"XP_022136903.1_MCHA,XP_022158790.1_MCHA,XP_022152685.1_MCHA"	"HSAN14698_HSAN,HSAN03777_HSAN"	Bma031544_BMAS	Bpe025980_BPEL	BLOR14987_BLOR	Bda019954.1_BDAR	9	6
OG0001104.1	XP_022154710.1_MCHA	"HSAN18862_HSAN,HSAN07119_HSAN"	Bma023849.1_BMAS	"Bpe010949.1_BPEL,Bpe010056.1_BPEL"	"BLOR21805_BLOR,BLOR00520_BLOR"	Bda004374.1_BDAR	9	6
OG0001111.0	"XP_022138286.1_MCHA,XP_022147133.1_MCHA,XP_022154187.1_MCHA"	"HSAN05444_HSAN,HSAN22015_HSAN"	Bma029845.1_BMAS	Bpe020035.1_BPEL	BLOR15255_BLOR	Bda019591.1_BDAR	9	6
OG0001123.0	XP_022158041.1_MCHA	HSAN07037_HSAN	"Bma005402.1_BMAS,Bma005394.1_BMAS,Bma012805.1_BMAS"	Bpe012094.1_BPEL	BLOR20954_BLOR	"Bda020780.1_BDAR,Bda020725.1_BDAR"	9	6
OG0001126.1	"XP_022152563.1_MCHA,XP_022148530.1_MCHA"	"HSAN26418_HSAN,HSAN08462_HSAN,HSAN06894_HSAN"	Bma004701.1_BMAS	Bpe012457.1_BPEL	BLOR18577_BLOR	Bda021553.1_BDAR	9	6
OG0001148.0	XP_022149150.1_MCHA	"HSAN05214_HSAN,HSAN21745_HSAN,HSAN06968_HSAN"	Bma000867.1_BMAS	Bpe009630.1_BPEL	BLOR08419_BLOR	"Bda030422.1_BDAR,Bda003880.1_BDAR"	9	6
OG0001154.2	"XP_022158632.1_MCHA,XP_022132988.1_MCHA"	HSAN15072_HSAN	Bma027014.1_BMAS	Bpe005989.1_BPEL	"BLOR05555_BLOR,BLOR20973_BLOR"	"Bda033300_BDAR,Bda028874.1_BDAR"	9	6
OG0001157.1	XP_022150253.1_MCHA	"HSAN05479_HSAN,HSAN25659_HSAN"	Bma029790.1_BMAS	"Bpe019986.1_BPEL,Bpe002774.1_BPEL"	"BLOR15306_BLOR,BLOR17050_BLOR"	Bda019548.1_BDAR	9	6
OG0001163.1	XP_022151214.1_MCHA	HSAN18970_HSAN	"Bma014900.1_BMAS,Bma000262.1_BMAS"	Bpe006834.2_BPEL	"BLOR00425_BLOR,BLOR16182_BLOR"	"Bda000560.1_BDAR,Bda004495.1_BDAR"	9	6
OG0001174.0	XP_022158237.1_MCHA	HSAN00831_HSAN	"Bma023168.1_BMAS,Bma031016_BMAS"	"Bpe006193.1_BPEL,Bpe001282.1_BPEL"	"BLOR07625_BLOR,BLOR13953_BLOR"	Bda028096.1_BDAR	9	6
OG0001191.0	XP_022136471.1_MCHA	"HSAN23616_HSAN,HSAN02442_HSAN"	Bma007785.1_BMAS	"Bpe020883.1_BPEL,Bpe018107.1_BPEL"	BLOR10880_BLOR	"Bda023348.1_BDAR,Bda024917.1_BDAR"	9	6
OG0001194.0	XP_022132579.1_MCHA	"HSAN16639_HSAN,HSAN14726_HSAN,HSAN10149_HSAN"	Bma014163.1_BMAS	Bpe019590.1_BPEL	"BLOR15663_BLOR,BLOR16844_BLOR"	Bda018598.1_BDAR	9	6
OG0001195.1	XP_022132624.1_MCHA	"HSAN04651_HSAN,HSAN00793_HSAN"	Bma028774.1_BMAS	"Bpe019485.1_BPEL,Bpe002428.1_BPEL"	"BLOR15765_BLOR,BLOR16722_BLOR"	Bda018783.1_BDAR	9	6
OG0001203.0	XP_022138546.1_MCHA	HSAN26366_HSAN	Bma008794.1_BMAS	"Bpe012412.1_BPEL,Bpe003503.1_BPEL"	"BLOR18544_BLOR,BLOR01884_BLOR"	"Bda021490.1_BDAR,Bda009818.1_BDAR"	9	6
OG0001204.0	"XP_022144806.1_MCHA,XP_022143256.1_MCHA"	HSAN11249_HSAN	"Bma024055.1_BMAS,Bma000487.1_BMAS"	"Bpe010831.1_BPEL,Bpe009947.1_BPEL"	BLOR00624_BLOR	Bda004757.1_BDAR	9	6
OG0001211.2	"XP_022155928.1_MCHA,XP_022153870.1_MCHA"	"HSAN13865_HSAN,HSAN14515_HSAN"	Bma020380.1_BMAS	Bpe016112.1_BPEL	BLOR21297_BLOR	"Bda018073.1_BDAR,Bda018065.1_BDAR"	9	6
OG0001212.0	"XP_022154112.1_MCHA,XP_022148746.1_MCHA"	HSAN20812_HSAN	"Bma012547.1_BMAS,Bma011163.1_BMAS"	Bpe005073.1_BPEL	BLOR12181_BLOR	"Bda028453.1_BDAR,Bda025865.1_BDAR"	9	6
OG0001213.0	XP_022152694.1_MCHA	"HSAN22739_HSAN,HSAN15247_HSAN,HSAN03974_HSAN"	Bma003795.1_BMAS	"Bpe016171.1_BPEL,Bpe013050.1_BPEL"	BLOR19211_BLOR	Bda022257.1_BDAR	9	6
OG0001220.1	"XP_022152427.1_MCHA,XP_022149209.1_MCHA"	"HSAN14463_HSAN,HSAN22912_HSAN"	Bma027673.1_BMAS	Bpe024886_BPEL	BLOR05519_BLOR	"Bda000360.1_BDAR,Bda012695.3_BDAR"	9	6
OG0001240.1	XP_022148849.1_MCHA	"HSAN04144_HSAN,HSAN04042_HSAN"	"Bma031031_BMAS,Bma017923.1_BMAS"	Bpe001062.1_BPEL	BLOR14184_BLOR	"Bda018852.1_BDAR,Bda033247_BDAR"	9	6
OG0001258.0	XP_022136464.1_MCHA	HSAN24803_HSAN	"Bma006929.1_BMAS,Bma021957.1_BMAS"	"Bpe020900.1_BPEL,Bpe018080.1_BPEL"	BLOR10858_BLOR	"Bda023323.2_BDAR,Bda024948.1_BDAR"	9	6
OG0001258.1	XP_022136464.1_MCHA	"HSAN22148_HSAN,HSAN01026_HSAN"	Bma025066.1_BMAS	"Bpe022392.1_BPEL,Bpe000321.1_BPEL"	"BLOR20301_BLOR,BLOR14613_BLOR"	Bda006046.1_BDAR	9	6
OG0001260.1	XP_022143385.1_MCHA	"HSAN11183_HSAN,HSAN10818_HSAN"	"Bma001444.1_BMAS,Bma015095.1_BMAS"	Bpe009202.1_BPEL	"BLOR08976_BLOR,BLOR08030_BLOR"	Bda003308.1_BDAR	9	6
OG0001269.0	"XP_022155749.1_MCHA,XP_022155708.1_MCHA,XP_022147126.1_MCHA"	"HSAN25399_HSAN,HSAN24482_HSAN"	Bma016040.1_BMAS	Bpe014225.1_BPEL	BLOR07912_BLOR	Bda001387.1_BDAR	9	6
OG0001289.0	XP_022143505.1_MCHA	HSAN03173_HSAN	"Bma004308.1_BMAS,Bma010263.1_BMAS"	"Bpe012655.1_BPEL,Bpe023788.2_BPEL"	BLOR18796_BLOR	"Bda021804.1_BDAR,Bda009530.1_BDAR"	9	6
OG0001289.1	"XP_022133240.1_MCHA,XP_022143505.1_MCHA"	HSAN16553_HSAN	Bma011413.1_BMAS	"Bpe004324.1_BPEL,Bpe025192_BPEL"	BLOR00804_BLOR	"Bda033869_BDAR,Bda004050.1_BDAR"	9	6
OG0001291.1	"XP_022145512.1_MCHA,XP_022156930.1_MCHA"	HSAN16857_HSAN	Bma031475_BMAS	"Bpe012911.1_BPEL,Bpe016515.1_BPEL"	BLOR19847_BLOR	"Bda022085.1_BDAR,Bda012048.1_BDAR"	9	6
OG0001292.0	XP_022153039.1_MCHA	"HSAN14073_HSAN,HSAN01023_HSAN,HSAN22151_HSAN"	"Bma030432_BMAS,Bma025067.1_BMAS"	Bpe022397.1_BPEL	BLOR14616_BLOR	Bda006045.1_BDAR	9	6
OG0001292.1	"XP_022154450.1_MCHA,XP_022153039.1_MCHA"	HSAN11030_HSAN	Bma003869.1_BMAS	Bpe012982.1_BPEL	"BLOR21282_BLOR,BLOR19154_BLOR"	"Bda018054.1_BDAR,Bda022178.1_BDAR"	9	6
OG0001298.2	XP_022154017.1_MCHA	HSAN24874_HSAN	"Bma026896.1_BMAS,Bma007045.3_BMAS"	"Bpe023548.2_BPEL,Bpe020975.1_BPEL"	"BLOR09624_BLOR,BLOR11350_BLOR"	Bda030630.1_BDAR	9	6
OG0001300.0	XP_022139673.1_MCHA	"HSAN15789_HSAN,HSAN14176_HSAN"	Bma026614.2_BMAS	Bpe023284.1_BPEL	"BLOR12602_BLOR,BLOR11807_BLOR"	"Bda030941.1_BDAR,Bda025356.1_BDAR"	9	6
OG0001301.1	XP_022139417.1_MCHA	HSAN15906_HSAN	"Bma010228.1_BMAS,Bma010226.1_BMAS"	Bpe013818.1_BPEL	"BLOR02646_BLOR,BLOR02647_BLOR,BLOR02645_BLOR"	Bda009488.1_BDAR	9	6
OG0001302.1	"XP_022156410.1_MCHA,XP_022140989.1_MCHA"	"HSAN12931_HSAN,HSAN15087_HSAN"	Bma010541.1_BMAS	Bpe003723.1_BPEL	BLOR12010_BLOR	"Bda031364.1_BDAR,Bda025171.1_BDAR"	9	6
OG0001307.1	"XP_022149672.1_MCHA,XP_022142457.1_MCHA"	HSAN13579_HSAN	"Bma025212.1_BMAS,Bma023228.1_BMAS,Bma005903.1_BMAS"	Bpe022516.1_BPEL	BLOR20407_BLOR	Bda032278.1_BDAR	9	6
OG0001326.0	XP_022138629.1_MCHA	HSAN17583_HSAN	"Bma016049.1_BMAS,Bma024418.1_BMAS"	Bpe014216.1_BPEL	"BLOR09958_BLOR,BLOR07936_BLOR"	"Bda001398.1_BDAR,Bda005089.1_BDAR"	9	6
OG0001339.1	"XP_022147226.1_MCHA,XP_022145127.1_MCHA"	"HSAN01764_HSAN,HSAN06614_HSAN"	Bma019581.1_BMAS	Bpe015676.1_BPEL	BLOR04181_BLOR	"Bda017112.1_BDAR,Bda017104.1_BDAR"	9	6
OG0001355.0	XP_022131755.1_MCHA	"HSAN10652_HSAN,HSAN22168_HSAN"	Bma003049.1_BMAS	"Bpe008340.1_BPEL,Bpe014839.2_BPEL"	BLOR05040_BLOR	"Bda002657.1_BDAR,Bda016075.1_BDAR"	9	6
OG0001358.0	"XP_022154282.1_MCHA,XP_022143586.1_MCHA"	"HSAN21800_HSAN,HSAN21368_HSAN"	Bma019286.1_BMAS	Bpe015475.1_BPEL	"BLOR18298_BLOR,BLOR15445_BLOR"	Bda016862.1_BDAR	9	6
OG0001383.0	XP_022159319.1_MCHA	HSAN18709_HSAN	Bma005281.1_BMAS	"Bpe012150.1_BPEL,Bpe011980.1_BPEL"	"BLOR18354_BLOR,BLOR20996_BLOR"	"Bda020644.1_BDAR,Bda028859.1_BDAR"	9	6
OG0001394.1	"XP_022139300.1_MCHA,XP_022144689.1_MCHA,XP_022143988.1_MCHA"	HSAN18172_HSAN	Bma028344.1_BMAS	Bpe016600.1_BPEL	BLOR19761_BLOR	"Bda011933.1_BDAR,Bda011927.1_BDAR"	9	6
OG0001405.2	XP_022144050.1_MCHA	HSAN08044_HSAN	Bma024807.1_BMAS	"Bpe000071.1_BPEL,Bpe022147.1_BPEL"	"BLOR20079_BLOR,BLOR14383_BLOR"	"Bda006321.1_BDAR,Bda034161_BDAR"	9	6
OG0001406.0	XP_022150484.1_MCHA	HSAN14939_HSAN	"Bma030792_BMAS,Bma030073.1_BMAS"	Bpe002958.1_BPEL	"BLOR17273_BLOR,BLOR15056_BLOR"	"Bda015484.1_BDAR,Bda019874.1_BDAR"	9	6
OG0001408.1	XP_022139343.1_MCHA	HSAN17466_HSAN	"Bma028607.1_BMAS,Bma016333.1_BMAS"	"Bpe016377.1_BPEL,Bpe011517.1_BPEL"	BLOR12970_BLOR	"Bda012212.1_BDAR,Bda026787.1_BDAR"	9	6
OG0001440.0	XP_022131876.1_MCHA	"HSAN01369_HSAN,HSAN09154_HSAN"	Bma001687.1_BMAS	"Bpe007159.1_BPEL,Bpe009036.1_BPEL"	"BLOR15898_BLOR,BLOR08577_BLOR"	Bda000149.1_BDAR	9	6
OG0001453.0	"XP_022141668.1_MCHA,XP_022137447.1_MCHA,XP_022141896.1_MCHA"	HSAN19961_HSAN	Bma018527.1_BMAS	"Bpe014789.2_BPEL,Bpe006048.1_BPEL"	BLOR05088_BLOR	Bda016016.1_BDAR	9	6
OG0001455.1	"XP_022133154.1_MCHA,XP_022131560.1_MCHA"	"HSAN09926_HSAN,HSAN08595_HSAN"	Bma018902.1_BMAS	Bpe015105.1_BPEL	"BLOR04748_BLOR,BLOR15705_BLOR"	Bda016427.2_BDAR	9	6
OG0001465.0	"XP_022147162.1_MCHA,XP_022136430.1_MCHA"	"HSAN24816_HSAN,HSAN02472_HSAN"	Bma030490_BMAS	Bpe020912.1_BPEL	"BLOR10850_BLOR,BLOR11403_BLOR"	Bda023314.1_BDAR	9	6
OG0001473.0	"XP_022154145.1_MCHA,XP_022149713.1_MCHA"	HSAN08066_HSAN	"Bma001168.1_BMAS,Bma016248.1_BMAS"	"Bpe009377.1_BPEL,Bpe025502_BPEL"	BLOR08786_BLOR	Bda003544.1_BDAR	9	6
OG0001502.1	"XP_022140138.1_MCHA,XP_022139453.1_MCHA"	HSAN09022_HSAN	"Bma004190.3_BMAS,Bma011511.1_BMAS"	Bpe012746.2_BPEL	BLOR03163_BLOR	"Bda021921.1_BDAR,Bda026139.1_BDAR"	9	6
OG0001507.1	XP_022154216.1_MCHA	HSAN02037_HSAN	"Bma003826.1_BMAS,Bma011237.1_BMAS"	"Bpe013026.1_BPEL,Bpe004266.1_BPEL"	"BLOR19186_BLOR,BLOR12154_BLOR"	Bda033674_BDAR	9	6
OG0001516.0	XP_022150223.1_MCHA	HSAN03033_HSAN	Bma025313.2_BMAS	Bpe000531.1_BPEL	"BLOR05962_BLOR,BLOR20484_BLOR"	"Bda005836.1_BDAR,Bda005830.1_BDAR,Bda032156.1_BDAR"	9	6
OG0001518.0	"XP_022152861.1_MCHA,XP_022140427.1_MCHA"	"HSAN09777_HSAN,HSAN02892_HSAN"	"Bma024933.1_BMAS,Bma020911.1_BMAS"	Bpe022265.1_BPEL	BLOR20183_BLOR	Bda032530.1_BDAR	9	6
OG0001523.1	"XP_022157389.1_MCHA,XP_022139336.1_MCHA"	HSAN01780_HSAN	"Bma016602.1_BMAS,Bma028393.1_BMAS,Bma028377.1_BMAS"	Bpe016572.1_BPEL	BLOR19790_BLOR	Bda011969.1_BDAR	9	6
OG0001530.1	"XP_022147283.1_MCHA,XP_022137764.1_MCHA"	HSAN08415_HSAN	"Bma023478.1_BMAS,Bma023482.1_BMAS"	"Bpe011178.1_BPEL,Bpe005597.2_BPEL"	BLOR17637_BLOR	Bda012654.1_BDAR	9	6
OG0001533.0	XP_022159779.1_MCHA	HSAN21965_HSAN	Bma008454.1_BMAS	"Bpe021767.1_BPEL,Bpe024893_BPEL"	"BLOR06571_BLOR,BLOR17720_BLOR"	"Bda023992.1_BDAR,Bda033309_BDAR"	9	6
OG0001542.0	XP_022154712.1_MCHA	"HSAN06305_HSAN,HSAN19246_HSAN,HSAN04820_HSAN"	Bma023953.1_BMAS	Bpe025278_BPEL	"BLOR21754_BLOR,BLOR00568_BLOR"	Bda007483.1_BDAR	9	6
OG0001563.1	"XP_022138772.1_MCHA,XP_022150744.1_MCHA"	"HSAN13278_HSAN,HSAN01880_HSAN"	Bma000797.1_BMAS	Bpe014667.1_BPEL	"BLOR16596_BLOR,BLOR09717_BLOR"	Bda000856.1_BDAR	9	6
OG0001564.1	"XP_022132310.1_MCHA,XP_022134063.1_MCHA"	"HSAN15658_HSAN,HSAN08210_HSAN"	Bma023504.3_BMAS	Bpe011171.2_BPEL	"BLOR00371_BLOR,BLOR21975_BLOR"	Bda004531.1_BDAR	9	6
OG0001581.1	XP_022148577.1_MCHA	HSAN25761_HSAN	"Bma019980.1_BMAS,Bma004011.1_BMAS"	"Bpe015896.1_BPEL,Bpe012868.1_BPEL"	"BLOR19022_BLOR,BLOR21110_BLOR"	Bda017772.1_BDAR	9	6
OG0001596.0	"XP_022138057.1_MCHA,XP_022146286.1_MCHA,XP_022144342.1_MCHA,XP_022144341.1_MCHA"	HSAN10450_HSAN	Bma003239.1_BMAS	Bpe008191.1_BPEL	BLOR01597_BLOR	Bda002488.1_BDAR	9	6
OG0001600.1	"XP_022156349.1_MCHA,XP_022138856.1_MCHA"	"HSAN17207_HSAN,HSAN05382_HSAN"	Bma000810.1_BMAS	Bpe009681.1_BPEL	BLOR09177_BLOR	"Bda003945.1_BDAR,Bda003933.1_BDAR"	9	6
OG0001601.0	XP_022145192.1_MCHA	"HSAN08587_HSAN,HSAN14313_HSAN"	Bma024542.1_BMAS	"Bpe014432.1_BPEL,Bpe010427.1_BPEL"	"BLOR10174_BLOR,BLOR18029_BLOR"	Bda001136.2_BDAR	9	6
OG0001629.0	XP_022143698.1_MCHA	"HSAN06271_HSAN,HSAN23101_HSAN"	Bma020552.1_BMAS	"Bpe013170.1_BPEL,Bpe018261.1_BPEL,Bpe016287.1_BPEL"	BLOR19323_BLOR	Bda022389.1_BDAR	9	6
OG0001639.0	"XP_022154200.1_MCHA,XP_022147701.1_MCHA"	HSAN20774_HSAN	"Bma025349.1_BMAS,Bma025362.1_BMAS"	"Bpe020259.1_BPEL,Bpe022622.1_BPEL"	BLOR15017_BLOR	Bda032103.1_BDAR	9	6
OG0001640.0	XP_022157564.1_MCHA	"HSAN04229_HSAN,HSAN18608_HSAN"	"Bma000588.3_BMAS,Bma024143.1_BMAS"	"Bpe009871.1_BPEL,Bpe010747.1_BPEL"	BLOR00706_BLOR	Bda028954.1_BDAR	9	6
OG0001645.0	XP_022147931.1_MCHA	HSAN16239_HSAN	"Bma028213.1_BMAS,Bma016778.1_BMAS"	Bpe024591_BPEL	"BLOR19651_BLOR,BLOR13377_BLOR"	"Bda011817.1_BDAR,Bda027245.1_BDAR"	9	6
OG0001664.1	"XP_022152529.1_MCHA,XP_022147564.1_MCHA"	"HSAN03771_HSAN,HSAN06292_HSAN"	Bma030129.2_BMAS	Bpe020286.1_BPEL	"BLOR14997_BLOR,BLOR17337_BLOR"	Bda019945.1_BDAR	9	6
OG0001673.0	"XP_022150701.1_MCHA,XP_022150594.1_MCHA,XP_022150685.1_MCHA"	"HSAN14044_HSAN,HSAN00974_HSAN"	Bma016678.1_BMAS	Bpe024609_BPEL	BLOR13284_BLOR	Bda027149.1_BDAR	9	6
OG0001681.0	XP_022153999.1_MCHA	"HSAN08932_HSAN,HSAN01761_HSAN"	Bma022416.2_BMAS	"Bpe018494.1_BPEL,Bpe015679.1_BPEL"	"BLOR00279_BLOR,BLOR04184_BLOR"	Bda024449.1_BDAR	9	6
OG0001694.0	XP_022159338.1_MCHA	"HSAN05905_HSAN,HSAN01950_HSAN"	Bma000853.1_BMAS	Bpe009641.1_BPEL	"BLOR09171_BLOR,BLOR17372_BLOR"	"Bda003887.1_BDAR,Bda015604.1_BDAR"	9	6
OG0001695.0	"XP_022151070.1_MCHA,XP_022158071.1_MCHA"	HSAN01442_HSAN	Bma013151.1_BMAS	"Bpe003159.1_BPEL,Bpe004943.1_BPEL"	"BLOR17478_BLOR,BLOR03637_BLOR"	Bda015724.1_BDAR	9	6
OG0001708.0	XP_022136680.1_MCHA	"HSAN02430_HSAN,HSAN24774_HSAN"	Bma007799.1_BMAS	Bpe018123.1_BPEL	"BLOR10894_BLOR,BLOR11444_BLOR"	"Bda024900.1_BDAR,Bda023365.1_BDAR"	9	6
OG0001714.1	"XP_022133205.1_MCHA,XP_022132185.1_MCHA"	HSAN13185_HSAN	"Bma028833.1_BMAS,Bma028819.1_BMAS"	Bpe019538.1_BPEL	BLOR15710_BLOR	"Bda018686.1_BDAR,Bda018668.1_BDAR"	9	6
OG0001716.0	XP_022150130.1_MCHA	HSAN24557_HSAN	"Bma023583.1_BMAS,Bma023580.1_BMAS"	"Bpe010194.2_BPEL,Bpe011111.1_BPEL"	"BLOR05271_BLOR,BLOR21934_BLOR"	Bda004580.1_BDAR	9	6
OG0001740.0	XP_022154699.1_MCHA	"HSAN06313_HSAN,HSAN19237_HSAN"	Bma000414.1_BMAS	"Bpe010909.2_BPEL,Bpe010008.1_BPEL"	BLOR00559_BLOR	"Bda007497.1_BDAR,Bda004322.1_BDAR"	9	6
OG0001743.1	XP_022148629.1_MCHA	HSAN03700_HSAN	"Bma024748.1_BMAS,Bma024723.1_BMAS"	"Bpe025550_BPEL,Bpe025226_BPEL"	"BLOR10488_BLOR,BLOR18206_BLOR"	Bda000891.2_BDAR	9	6
OG0001753.0	XP_022154823.1_MCHA	HSAN25238_HSAN	Bma026891.1_BMAS	"Bpe003650.1_BPEL,Bpe023542.1_BPEL"	"BLOR11607_BLOR,BLOR09594_BLOR"	"Bda025100.1_BDAR,Bda030636.1_BDAR"	9	6
OG0001763.1	"XP_022136171.1_MCHA,XP_022142541.1_MCHA"	HSAN00532_HSAN	Bma028030.1_BMAS	"Bpe001688.1_BPEL,Bpe005413.1_BPEL"	BLOR13536_BLOR	"Bda027426.1_BDAR,Bda012958.1_BDAR"	9	6
OG0001765.1	"XP_022144837.1_MCHA,XP_022142972.1_MCHA"	HSAN04312_HSAN	"Bma025410.1_BMAS,Bma030478_BMAS"	"Bpe022664.1_BPEL,Bpe024520_BPEL"	BLOR20559_BLOR	Bda032057.1_BDAR	9	6
OG0001766.1	"XP_022144830.1_MCHA,XP_022132494.1_MCHA"	"HSAN12968_HSAN,HSAN13145_HSAN,HSAN22064_HSAN"	Bma025243.1_BMAS	Bpe022545.1_BPEL	BLOR20437_BLOR	Bda032211.1_BDAR	9	6
OG0001772.0	"XP_022134784.1_MCHA,XP_022137573.1_MCHA"	HSAN12297_HSAN	"Bma022762.1_BMAS,Bma022675.1_BMAS"	Bpe006499.1_BPEL	BLOR07362_BLOR	"Bda008731.1_BDAR,Bda008708.1_BDAR"	9	6
OG0001775.0	"XP_022134955.1_MCHA,XP_022134965.1_MCHA"	HSAN23564_HSAN	Bma029732.1_BMAS	Bpe026078_BPEL	"BLOR17776_BLOR,BLOR06756_BLOR"	"Bda012498.2_BDAR,Bda023741.1_BDAR"	9	6
OG0001796.0	XP_022136049.1_MCHA	HSAN03913_HSAN	"Bma028187.1_BMAS,Bma016800.1_BMAS"	"Bpe005297.1_BPEL,Bpe001818.1_BPEL"	"BLOR19625_BLOR,BLOR13400_BLOR"	Bda027263.1_BDAR	9	6
